"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"64","Totale","22","16","15","13","14","10","23","13","15","18","18","12","16","16","16","13","10","14"
"65","Maschi","9","9","2","11","5","6","5","14","6","5","9","13","6","6","9","10","5","5"
"65","Femmine","17","13","13","5","7","8","5","8","7","9","9","6","6","10","6","6","8","5"
"65","Totale","26","22","15","16","12","14","10","22","13","14","18","19","12","16","15","16","13","10"
"66","Maschi","11","9","9","2","11","5","6","5","14","6","5","9","13","6","6","9","9","5"
"66","Femmine","8","15","12","13","5","7","8","5","8","6","9","9","6","5","10","6","6","8"
"66","Totale","19","24","21","15","16","12","14","10","22","12","14","18","19","11","16","15","15","13"
"67","Maschi","7","10","9","11","2","11","5","6","5","14","6","5","9","13","6","6","9","10"
"67","Femmine","11","8","14","11","13","5","7","7","5","8","6","9","9","6","5","10","6","7"
"67","Totale","18","18","23","22","15","16","12","13","10","22","12","14","18","19","11","16","15","17"
"68","Maschi","12","7","11","8","11","2","10","5","5","5","14","6","5","10","12","6","6","9"
"68","Femmine","10","9","8","14","11","14","5","7","7","5","8","7","9","9","6","5","9","6"
"68","Totale","22","16","19","22","22","16","15","12","12","10","22","13","14","19","18","11","15","15"
"69","Maschi","4","12","7","12","7","10","2","10","5","5","5","14","6","5","10","12","6","5"
"69","Femmine","14","11","9","8","14","11","14","5","7","10","5","8","7","10","8","6","5","9"
"69","Totale","18","23","16","20","21","21","16","15","12","15","10","22","13","15","18","18","11","14"
"70","Maschi","5","4","11","7","12","7","10","2","9","5","5","4","14","6","5","10","11","6"
"70","Femmine","6","14","11","9","8","14","11","14","5","6","9","5","8","7","10","8","6","5"
"70","Totale","11","18","22","16","20","21","21","16","14","11","14","9","22","13","15","18","17","11"
"71","Maschi","5","4","4","11","7","11","7","8","2","9","5","5","4","14","6","5","9","11"
"71","Femmine","9","6","13","11","7","7","13","11","14","5","6","9","5","8","7","10","8","6"
"71","Totale","14","10","17","22","14","18","20","19","16","14","11","14","9","22","13","15","17","17"
"72","Maschi","9","5","3","4","11","7","10","7","7","2","9","5","5","4","13","6","5","8"
"72","Femmine","5","8","6","13","10","8","7","12","11","14","5","6","9","5","8","7","10","8"
"72","Totale","14","13","9","17","21","15","17","19","18","16","14","11","14","9","21","13","15","16"
"73","Maschi","5","9","5","3","4","12","7","10","7","6","2","9","5","5","4","12","6","5"
"73","Femmine","4","5","8","6","13","10","8","8","11","10","12","5","6","8","5","8","6","9"
"73","Totale","9","14","13","9","17","22","15","18","18","16","14","14","11","13","9","20","12","14"
"74","Maschi","5","5","8","5","3","4","12","7","9","7","6","2","8","5","5","4","12","6"
"74","Femmine","13","3","6","8","6","14","10","8","8","11","10","12","5","6","6","5","9","5"
"74","Totale","18","8","14","13","9","18","22","15","17","18","16","14","13","11","11","9","21","11"
"75","Maschi","4","5","5","8","3","3","4","12","7","9","7","6","2","8","5","5","4","10"
"75","Femmine","5","11","3","6","8","5","14","9","8","6","11","9","11","5","6","7","5","8"
"75","Totale","9","16","8","14","11","8","18","21","15","15","18","15","13","13","11","12","9","18"
"76","Maschi","6","4","5","5","5","2","3","4","12","7","9","6","6","2","8","5","5","3"
"76","Femmine","10","5","11","3","5","7","5","14","9","7","6","11","9","11","5","7","7","5"
"76","Totale","16","9","16","8","10","9","8","18","21","14","15","17","15","13","13","12","12","8"
"77","Maschi","3","5","4","5","5","4","2","3","3","11","5","8","5","6","2","8","5","4"
"77","Femmine","6","10","5","14","3","5","7","5","14","9","8","6","10","10","11","4","6","6"
"77","Totale","9","15","9","19","8","9","9","8","17","20","13","14","15","16","13","12","11","10"
"78","Maschi","9","3","5","3","5","5","4","2","3","2","10","4","7","5","6","2","8","5"
"78","Femmine","8","6","10","4","13","3","5","7","5","13","8","9","6","8","11","12","4","5"
"78","Totale","17","9","15","7","18","8","9","9","8","15","18","13","13","13","17","14","12","10"
"79","Maschi","4","8","3","5","3","5","4","4","2","3","2","10","4","5","6","6","2","7"
"79","Femmine","11","7","6","8","4","13","3","5","7","5","13","7","9","6","8","11","12","4"
"79","Totale","15","15","9","13","7","18","7","9","9","8","15","17","13","11","14","17","14","11"
"80","Maschi","1","4","7","3","6","3","5","4","2","2","3","3","10","4","5","4","5","3"
