"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"30","Femmine","6","2","4","4","3","6","3","4","2","1","1","1","1","0","1","1","2","1"
"30","Totale","8","11","8","11","4","8","7","7","4","3","3","3","1","4","1","2","4","3"
"31","Maschi","5","2","9","3","8","0","2","4","3","2","2","2","1","0","5","0","0","2"
"31","Femmine","2","5","3","6","4","3","8","3","3","2","1","1","1","1","0","0","3","4"
"31","Totale","7","7","12","9","12","3","10","7","6","4","3","3","2","1","5","0","3","6"
"32","Maschi","9","7","2","9","3","8","0","3","4","3","2","3","2","1","1","4","0","0"
"32","Femmine","5","2","7","2","5","3","4","6","3","3","1","2","1","1","1","0","0","2"
"32","Totale","14","9","9","11","8","11","4","9","7","6","3","5","3","2","2","4","0","2"
"33","Maschi","5","8","6","0","9","3","7","0","3","3","3","1","3","1","1","1","4","0"
"33","Femmine","2","5","1","7","2","3","4","5","5","5","2","1","2","1","2","1","0","0"
"33","Totale","7","13","7","7","11","6","11","5","8","8","5","2","5","2","3","2","4","0"
"34","Maschi","3","5","7","3","0","7","2","8","0","3","3","3","1","3","1","2","1","3"
"34","Femmine","2","2","5","1","7","2","3","5","6","5","4","2","3","2","1","2","1","0"
"34","Totale","5","7","12","4","7","9","5","13","6","8","7","5","4","5","2","4","2","3"
"35","Maschi","8","2","5","7","5","1","6","2","8","0","4","3","3","1","3","2","3","0"
"35","Femmine","4","3","2","5","1","7","2","3","5","5","5","3","2","2","2","1","2","1"
"35","Totale","12","5","7","12","6","8","8","5","13","5","9","6","5","3","5","3","5","1"
"36","Maschi","2","9","1","6","8","5","1","6","2","8","1","4","3","3","1","3","1","3"
"36","Femmine","5","5","1","4","5","1","6","2","4","5","6","5","3","1","2","2","1","2"
"36","Totale","7","14","2","10","13","6","7","8","6","13","7","9","6","4","3","5","2","5"
"37","Maschi","8","2","9","1","6","9","5","3","6","2","9","1","4","3","3","2","4","1"
"37","Femmine","7","5","6","1","4","5","2","7","3","4","5","6","5","4","1","2","2","2"
"37","Totale","15","7","15","2","10","14","7","10","9","6","14","7","9","7","4","4","6","3"
"38","Maschi","2","9","7","7","3","6","7","5","3","6","2","8","1","4","3","3","1","3"
"38","Femmine","3","7","5","6","1","4","7","2","8","2","4","5","6","5","3","0","1","2"
"38","Totale","5","16","12","13","4","10","14","7","11","8","6","13","7","9","6","3","2","5"
"39","Maschi","3","2","10","7","7","3","6","7","5","3","6","2","7","1","4","2","2","2"
"39","Femmine","4","3","7","5","7","2","4","7","2","8","2","3","5","6","5","3","0","2"
"39","Totale","7","5","17","12","14","5","10","14","7","11","8","5","12","7","9","5","2","4"
"40","Maschi","2","2","1","10","7","7","3","6","7","4","3","6","2","8","1","3","1","2"
"40","Femmine","2","4","3","7","4","7","2","4","7","1","7","2","3","4","6","5","3","0"
"40","Totale","4","6","4","17","11","14","5","10","14","5","10","8","5","12","7","8","4","2"
"41","Maschi","4","2","2","1","8","7","8","3","6","8","4","3","6","2","8","2","3","1"
"41","Femmine","2","2","6","2","7","4","6","2","4","8","2","7","2","3","4","5","6","3"
"41","Totale","6","4","8","3","15","11","14","5","10","16","6","10","8","5","12","7","9","4"
"42","Maschi","5","3","2","3","1","7","7","10","3","6","7","4","3","6","3","8","2","3"
"42","Femmine","2","2","2","5","2","7","6","8","2","4","7","2","9","2","3","4","5","5"
"42","Totale","7","5","4","8","3","14","13","18","5","10","14","6","12","8","6","12","7","8"
"43","Maschi","5","6","3","1","3","1","7","7","10","3","6","7","4","3","6","3","7","2"
"43","Femmine","2","1","2","2","5","3","8","6","8","2","4","5","2","8","2","2","4","5"
"43","Totale","7","7","5","3","8","4","15","13","18","5","10","12","6","11","8","5","11","7"
"44","Maschi","2","5","6","3","1","3","1","7","7","10","2","6","7","4","3","6","3","9"
"44","Femmine","2","2","2","2","2","5","4","8","6","8","1","4","5","2","6","2","2","4"
"44","Totale","4","7","8","5","3","8","5","15","13","18","3","10","12","6","9","8","5","13"
"45","Maschi","2","0","5","5","3","1","3","1","7","7","9","2","6","7","4","3","6","3"
"45","Femmine","1","2","3","3","2","2","5","4","6","6","7","1","4","5","2","7","3","2"
"45","Totale","3","2","8","8","5","3","8","5","13","13","16","3","10","12","6","10","9","5"
"46","Maschi","2","2","0","5","5","3","1","3","1","9","7","9","2","6","6","4","3","6"
"46","Femmine","0","1","1","2","3","2","2","5","3","6","5","7","1","4","5","2","7","2"
"46","Totale","2","3","1","7","8","5","3","8","4","15","12","16","3","10","11","6","10","8"
"47","Maschi","1","2","2","0","5","4","3","1","3","1","9","7","10","2","6","6","6","4"
"47","Femmine","2","0","1","1","2","3","2","2","5","3","6","6","6","1","4","5","2","7"
"47","Totale","3","2","3","1","7","7","5","3","8","4","15","13","16","3","10","11","8","11"
"48","Maschi","5","1","1","4","0","5","4","3","3","3","1","9","7","10","2","6","8","5"
"48","Femmine","1","2","0","1","1","2","3","2","2","6","3","6","5","7","1","4","6","2"
"48","Totale","6","3","1","5","1","7","7","5","5","9","4","15","12","17","3","10","14","7"
"49","Maschi","6","5","2","1","4","0","5","4","3","3","3","1","9","7","10","2","7","7"
"49","Femmine","4","1","2","1","1","1","2","3","2","2","6","2","7","5","7","3","4","6"
"49","Totale","10","6","4","2","5","1","7","7","5","5","9","3","16","12","17","5","11","13"
