"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"39","Totale","79","94","109","105","124","116","136","118","148","107","123","150","149","105","112","110","95","85"
"40","Maschi","44","36","52","49","60","65","63","74","62","72","54","77","73","67","51","47","53","53"
"40","Femmine","40","44","41","59","45","60","55","60","58","76","56","44","73","82","55","58","57","44"
"40","Totale","84","80","93","108","105","125","118","134","120","148","110","121","146","149","106","105","110","97"
"41","Maschi","43","47","39","57","51","59","62","61","74","65","73","54","78","70","71","51","43","54"
"41","Femmine","48","43","46","42","56","42","61","60","63","60","76","57","45","71","84","58","58","56"
"41","Totale","91","90","85","99","107","101","123","121","137","125","149","111","123","141","155","109","101","110"
"42","Maschi","48","42","48","40","54","54","63","61","63","75","65","75","54","75","69","68","50","44"
"42","Femmine","41","46","44","48","44","58","43","61","60","62","61","78","58","46","71","87","59","57"
"42","Totale","89","88","92","88","98","112","106","122","123","137","126","153","112","121","140","155","109","101"
"43","Maschi","35","46","45","47","42","56","52","63","63","73","73","68","74","52","76","68","69","48"
"43","Femmine","37","41","49","43","50","44","59","44","65","63","62","62","76","58","47","68","84","59"
"43","Totale","72","87","94","90","92","100","111","107","128","136","135","130","150","110","123","136","153","107"
"44","Maschi","46","34","46","43","46","43","58","52","65","58","70","76","65","75","52","73","69","67"
"44","Femmine","30","38","42","50","43","50","45","61","45","62","61","63","62","75","56","48","67","84"
"44","Totale","76","72","88","93","89","93","103","113","110","120","131","139","127","150","108","121","136","151"
"45","Maschi","26","45","36","45","43","50","44","57","51","67","59","68","73","64","73","51","73","71"
"45","Femmine","34","30","37","42","51","44","49","45","62","46","63","58","64","63","73","55","52","64"
"45","Totale","60","75","73","87","94","94","93","102","113","113","122","126","137","127","146","106","125","135"
"46","Maschi","33","27","48","35","47","45","50","47","59","52","65","60","70","74","64","69","48","69"
"46","Femmine","35","35","30","37","41","52","44","51","44","59","47","63","58","64","62","73","55","48"
"46","Totale","68","62","78","72","88","97","94","98","103","111","112","123","128","138","126","142","103","117"
"47","Maschi","30","31","29","49","34","47","46","47","50","57","52","65","59","74","77","63","67","49"
"47","Femmine","36","36","34","30","39","41","52","42","49","42","58","48","62","61","63","62","73","54"
"47","Totale","66","67","63","79","73","88","98","89","99","99","110","113","121","135","140","125","140","103"
"48","Maschi","32","30","31","29","49","34","50","45","47","50","56","53","64","62","77","77","61","65"
"48","Femmine","34","36","38","34","33","40","40","53","42","49","43","59","47","61","61","63","63","74"
"48","Totale","66","66","69","63","82","74","90","98","89","99","99","112","111","123","138","140","124","139"
"49","Maschi","43","31","31","30","31","50","36","52","45","47","52","57","54","62","61","79","76","59"
"49","Femmine","42","34","36","38","34","33","40","41","52","41","48","42","60","50","58","64","63","62"
"49","Totale","85","65","67","68","65","83","76","93","97","88","100","99","114","112","119","143","139","121"
"50","Maschi","38","41","30","33","31","30","50","37","51","45","47","52","57","54","66","62","76","74"
"50","Femmine","40","42","36","36","40","33","34","38","39","52","42","48","42","60","51","59","62","60"
"50","Totale","78","83","66","69","71","63","84","75","90","97","89","100","99","114","117","121","138","134"
"51","Maschi","38","37","41","30","35","32","31","48","35","51","46","48","49","58","51","65","61","74"
"51","Femmine","40","41","43","37","36","38","32","33","38","40","52","41","47","45","61","53","58","61"
"51","Totale","78","78","84","67","71","70","63","81","73","91","98","89","96","103","112","118","119","135"
"52","Maschi","34","38","38","42","32","34","32","29","47","36","51","46","46","52","59","52","63","59"
"52","Femmine","32","40","40","43","38","37","42","34","34","40","40","51","40","47","42","58","56","55"
"52","Totale","66","78","78","85","70","71","74","63","81","76","91","97","86","99","101","110","119","114"
"53","Maschi","46","32","40","37","40","31","37","33","27","45","36","49","46","47","49","58","55","66"
"53","Femmine","46","32","41","40","44","39","37","42","34","35","43","39","52","39","48","44","57","55"
"53","Totale","92","64","81","77","84","70","74","75","61","80","79","88","98","86","97","102","112","121"
"54","Maschi","60","46","31","38","39","40","31","36","34","26","45","35","48","44","48","49","57","51"
"54","Femmine","36","45","32","39","39","46","39","38","40","36","34","42","40","53","40","47","45","60"
"54","Totale","96","91","63","77","78","86","70","74","74","62","79","77","88","97","88","96","102","111"
"55","Maschi","41","63","46","30","38","42","41","30","38","33","26","45","37","47","45","46","48","58"
"55","Femmine","49","35","46","33","38","40","46","39","38","40","35","36","41","40","54","40","48","45"
"55","Totale","90","98","92","63","76","82","87","69","76","73","61","81","78","87","99","86","96","103"
"56","Maschi","35","40","64","46","29","37","41","40","29","37","35","25","45","35","46","45","47","48"
"56","Femmine","29","49","37","47","36","38","39","45","39","38","40","35","37","41","40","53","39","49"
"56","Totale","64","89","101","93","65","75","80","85","68","75","75","60","82","76","86","98","86","97"
"57","Maschi","28","33","40","62","47","30","39","39","40","29","38","32","25","44","35","45","41","46"
"57","Femmine","42","32","51","36","47","36","39","40","48","39","38","40","34","37","41","42","54","38"
"57","Totale","70","65","91","98","94","66","78","79","88","68","76","72","59","81","76","87","95","84"
"58","Maschi","23","28","33","41","60","47","31","38","39","39","28","39","31","25","43","35","44","44"
"58","Femmine","28","43","32","51","36","45","35","41","42","48","39","38","40","33","34","41","44","53"
"58","Totale","51","71","65","92","96","92","66","79","81","87","67","77","71","58","77","76","88","97"
"59","Maschi","29","23","27","34","42","56","45","33","36","41","39","27","37","31","26","44","35","44"
"59","Femmine","31","28","44","33","49","35","47","34","41","45","49","39","40","45","30","33","40","42"
"59","Totale","60","51","71","67","91","91","92","67","77","86","88","66","77","76","56","77","75","86"
"60","Maschi","24","29","22","27","35","41","55","45","33","36","44","39","28","38","30","26","46","32"
"60","Femmine","33","30","28","43","32","51","37","50","33","40","44","48","39","40","44","30","33","42"
"60","Totale","57","59","50","70","67","92","92","95","66","76","88","87","67","78","74","56","79","74"
"61","Maschi","39","25","29","22","29","35","41","55","45","35","37","43","39","28","35","30","25","45"
"61","Femmine","35","32","32","28","41","32","51","37","51","32","40","44","47","39","38","46","31","33"
"61","Totale","74","57","61","50","70","67","92","92","96","67","77","87","86","67","73","76","56","78"
"62","Maschi","41","38","27","30","23","31","36","39","55","46","35","37","39","37","24","34","30","24"
"62","Femmine","38","35","33","33","28","42","34","50","37","49","31","40","45","47","39","38","44","31"
"62","Totale","79","73","60","63","51","73","70","89","92","95","66","77","84","84","63","72","74","55"
"63","Maschi","34","38","38","26","30","23","32","36","40","56","46","35","36","39","37","25","34","32"
"63","Femmine","34","36","34","34","34","28","41","33","49","37","47","31","40","45","47","38","38","42"
"63","Totale","68","74","72","60","64","51","73","69","89","93","93","66","76","84","84","63","72","74"
"64","Maschi","30","33","38","38","26","28","20","31","35","39","55","45","35","38","38","37","25","34"
"64","Femmine","27","35","37","35","34","34","28","39","33","50","36","47","31","40","45","47","35","37"
"64","Totale","57","68","75","73","60","62","48","70","68","89","91","92","66","78","83","84","60","71"
"65","Maschi","19","30","34","39","40","24","28","20","30","35","39","55","46","34","35","40","38","22"
"65","Femmine","24","27","35","37","35","34","33","26","40","35","50","36","47","29","40","45","47","37"
"65","Totale","43","57","69","76","75","58","61","46","70","70","89","91","93","63","75","85","85","59"
"66","Maschi","30","20","29","35","40","40","23","28","19","30","35","38","52","46","33","32","39","37"
"66","Femmine","34","25","27","35","39","33","34","33","27","41","34","50","35","48","30","42","43","45"
"66","Totale","64","45","56","70","79","73","57","61","46","71","69","88","87","94","63","74","82","82"
"67","Maschi","26","30","18","30","34","41","39","22","26","18","30","35","36","50","47","31","32","38"
"67","Femmine","27","32","25","28","36","38","34","34","31","28","41","34","48","34","47","29","43","42"
"67","Totale","53","62","43","58","70","79","73","56","57","46","71","69","84","84","94","60","75","80"
"68","Maschi","18","25","29","17","29","34","40","40","22","26","18","29","34","37","51","47","32","33"
"68","Femmine","24","27","32","25","28","36","38","32","36","30","27","41","34","48","33","46","28","44"
"68","Totale","42","52","61","42","57","70","78","72","58","56","45","70","68","85","84","93","60","77"
"69","Maschi","17","16","26","30","15","28","33","40","41","24","26","19","30","34","34","51","46","32"
"69","Femmine","29","24","28","35","25","26","32","38","32","34","29","26","40","34","48","33","47","29"
"69","Totale","46","40","54","65","40","54","65","78","73","58","55","45","70","68","82","84","93","61"
"70","Maschi","18","18","17","25","32","15","28","32","39","39","22","24","19","30","33","32","50","47"
"70","Femmine","23","28","23","29","35","25","25","32","38","32","34","29","25","38","34","48","30","47"
"70","Totale","41","46","40","54","67","40","53","64","77","71","56","53","44","68","67","80","80","94"
