"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","max_consecutive_highwind_days","Station","Densità","Quota"
2016,5,16.6935483870968,4.86129032258065,5.80645161290323,11.5193548387097,20.5567741935484,2.51612903225806,1,12020,"88.3207437536316","48"
2016,6,21.42,3.74,5.1,9.08333333333333,22.9743333333333,2.1,1,12020,"88.3207437536316","48"
2016,7,25.5870967741935,1.26774193548387,2.35483870967742,10.2354838709677,23.5990322580645,2.25806451612903,0,12020,"88.3207437536316","48"
2016,8,24.0774193548387,3.71612903225806,2.83870967741935,9.95161290322581,20.9054838709677,2.32258064516129,0,12020,"88.3207437536316","48"
2016,9,21.8433333333333,2.22,1.63333333333333,9.12333333333333,16.1076666666667,2.2,1,12020,"88.3207437536316","48"
2016,10,13.1806451612903,2.88064516129032,5,10.4935483870968,8.30870967741935,2.35483870967742,2,12020,"88.3207437536316","48"
2017,4,14.8666666666667,1.76666666666667,3.06666666666667,16.2366666666667,18.2996666666667,3.16666666666667,3,12020,"86.6356769320163","48"
2017,5,18.9870967741935,2.73225806451613,3.93548387096774,15.0225806451613,21.0893548387097,3.06451612903226,2,12020,"86.6356769320163","48"
2017,6,25.3533333333333,1.39,2.1,16.4633333333333,23.3916666666667,3.2,3,12020,"86.6356769320163","48"
2017,7,25.9645161290323,1.90645161290323,2,14.641935483871,23.5751612903226,2.93548387096774,1,12020,"86.6356769320163","48"
2017,8,26.8741935483871,1.16451612903226,1.35483870967742,15.6709677419355,21.2467741935484,3.19354838709677,6,12020,"86.6356769320163","48"
2017,9,18.0033333333333,3.66333333333333,4.16666666666667,13.77,14.1756666666667,2.83333333333333,2,12020,"86.6356769320163","48"
2017,10,14.8451612903226,0.254838709677419,0.67741935483871,11.5161290322581,10.6703225806452,2.48387096774194,1,12020,"86.6356769320163","48"
2018,4,14.89,2.46,3.76666666666667,14.62,17.978,2.9,2,12020,"86.9843114468332","48"
2018,5,18.1225806451613,5.56774193548387,6.93548387096774,12.5225806451613,18.6864516129032,2.58064516129032,1,12020,"86.9843114468332","48"
2018,6,22.2533333333333,2.31,2.5,12.4433333333333,23.9986666666667,2.63333333333333,1,12020,"86.9843114468332","48"
2018,7,25.3322580645161,3.31935483870968,2.80645161290323,13.7870967741935,22.5261290322581,2.83870967741935,2,12020,"86.9843114468332","48"
2018,8,25.6645161290323,3.14838709677419,2.41935483870968,12.4612903225806,20.06,2.54838709677419,1,12020,"86.9843114468332","48"
2018,9,20.7833333333333,4.71333333333333,3.3,11.14,16.099,2.46666666666667,2,12020,"86.9843114468332","48"
2018,10,15.8032258064516,2.69032258064516,3.41935483870968,15.3451612903226,10.1190322580645,2.87096774193548,5,12020,"86.9843114468332","48"
2019,4,13.3266666666667,4.28333333333333,6.23333333333333,16.3533333333333,15.7703333333333,3.2,2,12020,"84.8343986054619","48"
2019,5,14.7838709677419,6.24516129032258,8.96774193548387,13.6322580645161,16.8629032258065,2.87096774193548,2,12020,"84.8343986054619","48"
2019,6,24.5566666666667,2.33333333333333,1.36666666666667,14.6266666666667,25.8776666666667,2.96666666666667,2,12020,"84.8343986054619","48"
2019,7,26.1129032258065,3.22258064516129,2.32258064516129,13.2967741935484,22.6812903225806,2.74193548387097,3,12020,"84.8343986054619","48"
2019,8,25.6322580645161,1.80645161290323,2.41935483870968,13.8741935483871,20.1561290322581,2.83870967741935,1,12020,"84.8343986054619","48"
2019,9,20.0766666666667,3.72666666666667,3.7,12.1366666666667,15.246,2.56666666666667,2,12020,"84.8343986054619","48"
2019,10,15.9516129032258,3.73225806451613,4.03225806451613,12.6483870967742,9.15258064516129,2.58064516129032,2,12020,"84.8343986054619","48"
2020,4,14.3,0.746666666666667,1.7,13.92,20.5483333333333,2.76666666666667,3,12020,"86.8680999418942","48"
2020,5,19.2161290322581,2.20645161290323,3.74193548387097,16.7354838709677,21.1745161290323,3.29032258064516,5,12020,"86.8680999418942","48"
2020,6,21.63,4.1,4.06666666666667,13.7533333333333,22.8593333333333,2.8,1,12020,"86.8680999418942","48"
2020,7,24.9903225806452,2.06451612903226,1.96774193548387,14.0677419354839,24.3496774193548,2.90322580645161,2,12020,"86.8680999418942","48"
2020,8,25.0645161290323,4.19032258064516,2.70967741935484,13.141935483871,19.98,2.7741935483871,3,12020,"86.8680999418942","48"
2020,9,20.8033333333333,2.38,3,12.6133333333333,15.8113333333333,2.6,4,12020,"86.8680999418942","48"
2020,10,13.3064516129032,5.61290322580645,5.54838709677419,12.4354838709677,9.16225806451613,2.58064516129032,3,12020,"86.8680999418942","48"
2021,4,11.8933333333333,3.28,4.26666666666667,14.5866666666667,16.7956666666667,2.96666666666667,2,12020,"85.7640906449738","48"
2021,5,16.5741935483871,3.47741935483871,3.7741935483871,17.2258064516129,20.7703225806452,3.38709677419355,3,12020,"85.7640906449738","48"
2021,6,25.0166666666667,0.553333333333333,1.13333333333333,14.59,24.4006666666667,2.96666666666667,2,12020,"85.7640906449738","48"
2021,7,25.3838709677419,4.94193548387097,3,15.3032258064516,22.4287096774194,2.90322580645161,2,12020,"85.7640906449738","48"
2021,8,24.1741935483871,1.53225806451613,2.19354838709677,13.7870967741935,20.64,2.7741935483871,2,12020,"85.7640906449738","48"
2021,9,20.9966666666667,3.06,2.13333333333333,11.4166666666667,15.993,2.46666666666667,1,12020,"85.7640906449738","48"
2021,10,13.2709677419355,1.3,1.64516129032258,12.2387096774194,9.97064516129032,2.48387096774194,2,12020,"85.7640906449738","48"
2022,4,12.64,1.03,2.43333333333333,15.1566666666667,19.185,3.03333333333333,2,12020,"84.1952353282975","48"
2022,5,20.2258064516129,2.17096774193548,2.80645161290323,14.0741935483871,21.3974193548387,2.96774193548387,2,12020,"84.1952353282975","48"
2022,6,24.9633333333333,2.21333333333333,1.8,14.9566666666667,24.1463333333333,3.03333333333333,1,12020,"84.1952353282975","48"
2022,7,27.9483870967742,0.296774193548387,0.354838709677419,15.7161290322581,24.9683870967742,3.12903225806452,3,12020,"84.1952353282975","48"
2022,8,25.4516129032258,2.13548387096774,1.93548387096774,14.0548387096774,20.8993548387097,2.90322580645161,2,12020,"84.1952353282975","48"
2022,9,19.6966666666667,3.08,2.96666666666667,14.7466666666667,15.1746666666667,2.93333333333333,3,12020,"84.1952353282975","48"
2022,10,16.9709677419355,1.45483870967742,1.16129032258065,10.7548387096774,10.4422580645161,2.32258064516129,1,12020,"84.1952353282975","48"
2010,4,12.0833333333333,1.76666666666667,3.56666666666667,12.35,18.161,2.63333333333333,1,9856,"437.914691943128","74"
2010,5,15.7677419354839,3.17741935483871,3.48387096774194,13.9354838709677,19.4964516129032,2.80645161290323,2,9856,"437.914691943128","74"
2010,6,20.9133333333333,2.65,2.9,12.2833333333333,22.4166666666667,2.56666666666667,2,9856,"437.914691943128","74"
2010,7,25.6645161290323,0.629032258064516,1.12903225806452,12.5612903225806,24.1522580645161,2.70967741935484,3,9856,"437.914691943128","74"
2010,8,22.0064516129032,3.55483870967742,3.12903225806452,12.9870967741935,18.3883870967742,2.80645161290323,3,9856,"437.914691943128","74"
2010,9,18.1333333333333,2.18333333333333,3.2,9.54,14.6943333333333,2.2,0,9856,"437.914691943128","74"
2010,10,11.7967741935484,4.31290322580645,4.70967741935484,10.7290322580645,7.99193548387097,2.41935483870968,1,9856,"437.914691943128","74"
2011,4,14.35,0.516666666666667,1.36666666666667,12.3766666666667,20.3663333333333,2.53333333333333,2,9856,"432.701421800948","74"
2011,5,18.5290322580645,0.712903225806452,0.741935483870968,12.0451612903226,23.5538709677419,2.58064516129032,2,9856,"432.701421800948","74"
2011,6,20.4966666666667,3.20666666666667,4.23333333333333,11.3133333333333,21.1603333333333,2.46666666666667,2,9856,"432.701421800948","74"
2011,7,22.1322580645161,1.30322580645161,1.96774193548387,13.8322580645161,22.3583870967742,2.80645161290323,1,9856,"432.701421800948","74"
2011,8,25.3258064516129,0.329032258064516,0.67741935483871,11.8096774193548,21.771935483871,2.54838709677419,1,9856,"432.701421800948","74"
2011,9,21.5,1.92,1.9,10.0766666666667,15.3043333333333,2.3,0,9856,"432.701421800948","74"
2011,10,13.9548387096774,1.4741935483871,1.93548387096774,11.2451612903226,11.1222580645161,2.45161290322581,1,9856,"432.701421800948","74"
2012,4,11.68,3.93666666666667,6.36666666666667,13.5,14.2843333333333,2.76666666666667,3,9856,"421.327014218009","74"
2012,5,16.4258064516129,2.75806451612903,3.35483870967742,13.6451612903226,20.6248387096774,2.74193548387097,2,9856,"421.327014218009","74"
2012,6,22.44,0.826666666666667,1.73333333333333,12.6266666666667,22.7593333333333,2.6,1,9856,"421.327014218009","74"
2012,7,24.9322580645161,0.358064516129032,0.709677419354839,14.258064516129,23.8151612903226,3.03225806451613,2,9856,"421.327014218009","74"
2012,8,26.3322580645161,0.809677419354839,1.32258064516129,11.0935483870968,20.1132258064516,2.51612903225806,1,9856,"421.327014218009","74"
2012,9,18.7833333333333,3.54333333333333,5.26666666666667,10.9166666666667,13.4213333333333,2.43333333333333,2,9856,"421.327014218009","74"
2012,10,13.9870967741935,2.74516129032258,4.29032258064516,10.3129032258065,7.84903225806452,2.32258064516129,2,9856,"421.327014218009","74"
2013,4,12.1766666666667,4.19333333333333,7.33333333333333,11.9733333333333,14.774,2.6,1,9856,"421.327014218009","74"
2013,5,14.8709677419355,4.48387096774194,4.35483870967742,14.1483870967742,19.5870967741935,2.80645161290323,2,9856,"421.327014218009","74"
2013,6,19.72,0.946666666666667,1.23333333333333,12.1966666666667,24.124,2.63333333333333,1,9856,"421.327014218009","74"
2013,7,24.4870967741935,1.10967741935484,1.19354838709677,11.4645161290323,23.1954838709677,2.45161290322581,2,9856,"421.327014218009","74"
2013,8,23.8193548387097,1.16129032258065,1.80645161290323,10.4709677419355,21.018064516129,2.38709677419355,1,9856,"421.327014218009","74"
2013,9,20.27,0.91,1.53333333333333,10.87,14.852,2.43333333333333,1,9856,"421.327014218009","74"
2013,10,14.641935483871,3.7258064516129,7.54838709677419,9.84838709677419,6.67967741935484,2.35483870967742,1,9856,"421.327014218009","74"
2014,4,13.35,3.04,3.7,12.6,16.929,2.63333333333333,2,9856,"417.535545023697","74"
2014,5,16.0612903225806,0.806451612903226,1.74193548387097,13.5225806451613,21.6070967741935,2.74193548387097,1,9856,"417.535545023697","74"
2014,6,21.4566666666667,1.75,2.5,12.43,22.452,2.56666666666667,2,9856,"417.535545023697","74"
2014,7,22.0935483870968,3.2741935483871,3.80645161290323,9.89677419354839,21.081935483871,2.29032258064516,0,9856,"417.535545023697","74"
2014,8,21.5161290322581,1.41290322580645,3.06451612903226,9.80645161290323,17.5893548387097,2.35483870967742,1,9856,"417.535545023697","74"
2014,9,19.2666666666667,1.74666666666667,2.96666666666667,9.56,14.788,2.26666666666667,1,9856,"417.535545023697","74"
2014,10,15.1935483870968,1.9258064516129,4.67741935483871,9.04193548387097,8.66516129032258,2.03225806451613,1,9856,"417.535545023697","74"
2015,4,12.9233333333333,1.34,3.2,14.5766666666667,19.0843333333333,3.03333333333333,2,9856,"406.161137440758","74"
2015,5,17.5290322580645,2.13548387096774,3.7741935483871,13.1064516129032,20.6238709677419,2.67741935483871,3,9856,"406.161137440758","74"
2015,6,21.7366666666667,1.33333333333333,2.23333333333333,10.1,22.598,2.33333333333333,1,9856,"406.161137440758","74"
2015,7,27.2935483870968,0.193548387096774,0.451612903225806,12.5096774193548,23.5748387096774,2.74193548387097,1,9856,"406.161137440758","74"
2015,8,23.6290322580645,2.48709677419355,2.25806451612903,8.40322580645161,19.0216129032258,2.06451612903226,0,9856,"406.161137440758","74"
2015,9,18.3033333333333,1.97666666666667,2.03333333333333,10.66,13.6443333333333,2.36666666666667,1,9856,"406.161137440758","74"
2015,10,13.258064516129,2.69677419354839,4.83870967741935,9.41935483870968,8.54032258064516,2.35483870967742,1,9856,"406.161137440758","74"
2016,4,13.4066666666667,1.14333333333333,2.46666666666667,13.8133333333333,17.9,2.9,4,9856,"406.635071090047","74"
2016,5,15.7903225806452,2.42258064516129,4.09677419354839,13.7322580645161,19.6645161290323,2.80645161290323,2,9856,"406.635071090047","74"
2016,6,21.1666666666667,0.976666666666667,2,11.5066666666667,22.9243333333333,2.5,3,9856,"406.635071090047","74"
2016,7,25.1612903225806,1.20322580645161,1.2258064516129,11.5225806451613,23.4335483870968,2.51612903225806,0,9856,"406.635071090047","74"
2016,8,24.2387096774194,1.22258064516129,1.90322580645161,11.7387096774194,21.2509677419355,2.54838709677419,1,9856,"406.635071090047","74"
2016,9,21.61,0.893333333333333,1.33333333333333,10.52,16.0033333333333,2.3,1,9856,"406.635071090047","74"
2016,10,12.7903225806452,2.9258064516129,4.74193548387097,10.6,8.39290322580645,2.38709677419355,2,9856,"406.635071090047","74"
2017,4,14.6433333333333,1.90333333333333,2.63333333333333,19.22,19.4773333333333,3.36666666666667,4,9856,"409.004739336493","74"
2017,5,18.7032258064516,2.51290322580645,3.2258064516129,17.458064516129,21.5970967741935,3.32258064516129,3,9856,"409.004739336493","74"
2017,6,24.6233333333333,3.88333333333333,3.2,19.7966666666667,23.901,3.53333333333333,6,9856,"409.004739336493","74"
2017,7,25.6354838709677,1.06129032258065,1.19354838709677,17.7838709677419,24.0070967741935,3.45161290322581,6,9856,"409.004739336493","74"
2017,8,26.8129032258065,0.716129032258065,1.06451612903226,17.7,21.2751612903226,3.35483870967742,3,9856,"409.004739336493","74"
2017,9,18.5333333333333,2.87666666666667,3,16.0566666666667,15.027,3.13333333333333,3,9856,"409.004739336493","74"
2017,10,15.4516129032258,0.241935483870968,0.67741935483871,14.5935483870968,11.3441935483871,2.87096774193548,2,9856,"409.004739336493","74"
2018,4,14.6266666666667,3.00333333333333,3.36666666666667,17.03,17.98,3.3,4,9856,"410.42654028436","74"
2018,5,17.8129032258065,5.17096774193548,7.16129032258065,14.8483870967742,18.6848387096774,3.03225806451613,2,9856,"410.42654028436","74"
2018,6,22.4666666666667,1.54666666666667,2.16666666666667,16.23,24.0333333333333,3.16666666666667,3,9856,"410.42654028436","74"
2018,7,25.8354838709677,3.08064516129032,2.7741935483871,15.9096774193548,22.6854838709677,3.16129032258065,4,9856,"410.42654028436","74"
2018,8,26.1645161290323,2.8741935483871,2.32258064516129,14.9096774193548,19.8664516129032,3,1,9856,"410.42654028436","74"
2018,9,21.6766666666667,1.11,2.5,15.01,16.2646666666667,2.86666666666667,3,9856,"410.42654028436","74"
2018,10,15.9612903225806,4.24193548387097,4.19354838709677,18.1709677419355,10.061935483871,3.32258064516129,3,9856,"410.42654028436","74"
2019,4,13.5033333333333,3.31333333333333,5.56666666666667,18.5133333333333,16.4496666666667,3.5,5,9856,"400.473933649289","74"
2019,5,15.1161290322581,4.0258064516129,6.12903225806452,18.1096774193548,18.5354838709677,3.25806451612903,6,9856,"400.473933649289","74"
2019,6,25.3366666666667,0.73,1.36666666666667,20.1066666666667,25.6426666666667,3.6,6,9856,"400.473933649289","74"
2019,7,26.5,2.34193548387097,1.87096774193548,19.1161290322581,23.368064516129,3.45161290322581,8,9856,"400.473933649289","74"
2019,8,25.4548387096774,1.39032258064516,2.03225806451613,16.6,19.9887096774194,3.29032258064516,3,9856,"400.473933649289","74"
2019,9,19.87,3.83333333333333,3.2,14.45,15.6643333333333,2.9,4,9856,"400.473933649289","74"
2019,10,15.7967741935484,3.79677419354839,5.64516129032258,12.7193548387097,9.05903225806452,2.74193548387097,2,9856,"400.473933649289","74"
2020,4,13.8,1.2,2.1,18.9933333333333,20.3316666666667,3.46666666666667,5,9856,"393.838862559242","74"
2020,5,19.0967741935484,2.23225806451613,3.67741935483871,19.5806451612903,21.8409677419355,3.61290322580645,6,9856,"393.838862559242","74"
2020,6,21.7833333333333,3.41,4.13333333333333,18.0666666666667,23.065,3.36666666666667,6,9856,"393.838862559242","74"
2020,7,25.7161290322581,1.19677419354839,1.35483870967742,18.9387096774194,24.2248387096774,3.41935483870968,4,9856,"393.838862559242","74"
2020,8,25.1451612903226,2.56451612903226,2.41935483870968,15.4258064516129,20.3241935483871,3.03225806451613,3,9856,"393.838862559242","74"
2020,9,20.1666666666667,3.92333333333333,3.8,13.29,15.6776666666667,2.7,1,9856,"393.838862559242","74"
2020,10,13.1612903225806,4.75161290322581,5.45161290322581,12.758064516129,9.12806451612903,2.67741935483871,4,9856,"393.838862559242","74"
2021,4,11.6833333333333,1.78666666666667,3.2,18.78,17.6246666666667,3.5,9,9856,"388.625592417062","74"
2021,5,16.1645161290323,2.45161290322581,3.64516129032258,17.2935483870968,21.0929032258065,3.19354838709677,2,9856,"388.625592417062","74"
2021,6,24.35,0.316666666666667,0.966666666666667,19.3033333333333,24.5486666666667,3.56666666666667,8,9856,"388.625592417062","74"
2021,7,24.7967741935484,1.98387096774194,2.38709677419355,16.5677419354839,22.3474193548387,3.19354838709677,3,9856,"388.625592417062","74"
2021,8,24.6161290322581,1.82903225806452,2.38709677419355,17.7967741935484,20.9725806451613,3.32258064516129,4,9856,"388.625592417062","74"
2021,9,20.9566666666667,1.82666666666667,1.76666666666667,13.26,15.932,2.73333333333333,1,9856,"388.625592417062","74"
2021,10,12.9322580645161,1.66451612903226,2.80645161290323,12.9451612903226,10.0874193548387,2.61290322580645,1,9856,"388.625592417062","74"
2022,4,12.7966666666667,0.773333333333333,1.7,20.3133333333333,19.7096666666667,3.53333333333333,3,9856,"378.199052132701","74"
2022,5,19.7,2.00967741935484,2.93548387096774,18.8354838709677,21.79,3.45161290322581,3,9856,"378.199052132701","74"
2022,6,24.4566666666667,0.983333333333333,1.3,18.6866666666667,24.3163333333333,3.36666666666667,3,9856,"378.199052132701","74"
2022,7,27.8709677419355,0.664516129032258,0.741935483870968,17.9741935483871,24.9638709677419,3.41935483870968,7,9856,"378.199052132701","74"
2022,8,25.4967741935484,2.12258064516129,1.7741935483871,17.0548387096774,20.8754838709677,3.2258064516129,2,9856,"378.199052132701","74"
2022,9,19.6433333333333,3.09666666666667,3,15.6633333333333,15.0866666666667,3.03333333333333,3,9856,"378.199052132701","74"
2022,10,16.8129032258065,2.74193548387097,2.61290322580645,10.4032258064516,9.82806451612903,2.29032258064516,1,9856,"378.199052132701","74"
2010,4,12.0833333333333,3.03,4.2,10.8666666666667,18.3753333333333,2.33333333333333,1,10282,"6859.70716133649","122"
2010,5,15.658064516129,8.52903225806452,7.41935483870968,11.3193548387097,19.4174193548387,2.38709677419355,1,10282,"6859.70716133649","122"
2010,6,20.85,3.63,4.5,10.72,21.9833333333333,2.36666666666667,1,10282,"6859.70716133649","122"
2010,7,25.4387096774194,1.36774193548387,1.74193548387097,11.7870967741935,24.1087096774194,2.61290322580645,1,10282,"6859.70716133649","122"
2010,8,21.2838709677419,7.21612903225806,4.83870967741935,10.9129032258065,17.9835483870968,2.45161290322581,2,10282,"6859.70716133649","122"
2010,9,17.03,6.34666666666667,4.83333333333333,9.44,14.095,2.26666666666667,0,10282,"6859.70716133649","122"
2010,10,11.5516129032258,5.01290322580645,4.38709677419355,10.2258064516129,8.13709677419355,2.25806451612903,1,10282,"6859.70716133649","122"
2011,4,15.12,0.286666666666667,0.866666666666667,11.8833333333333,20.357,2.53333333333333,2,10282,"6936.96812902516","122"
2011,5,19.241935483871,1.74193548387097,1.96774193548387,12.1451612903226,23.39,2.48387096774194,2,10282,"6936.96812902516","122"
2011,6,20.4966666666667,3.75666666666667,5.76666666666667,8.66,21.0353333333333,2.1,0,10282,"6936.96812902516","122"
2011,7,21.7516129032258,3.25483870967742,3.64516129032258,10.8935483870968,22.3258064516129,2.45161290322581,1,10282,"6936.96812902516","122"
2011,8,24.4322580645161,1.83225806451613,1.93548387096774,9.39677419354839,20.7393548387097,2.29032258064516,2,10282,"6936.96812902516","122"
2011,9,20.63,4.14,2.6,8.13333333333333,14.6283333333333,2.06666666666667,1,10282,"6936.96812902516","122"
2011,10,13.1870967741935,2.52258064516129,2,9.81935483870968,10.3948387096774,2.29032258064516,2,10282,"6936.96812902516","122"
2012,4,11.2266666666667,5.77333333333333,8.4,11.7366666666667,14.4156666666667,2.43333333333333,1,10282,"7045.45604667804","122"
2012,5,16.1870967741935,3.99677419354839,4.45161290322581,11.858064516129,20.6703225806452,2.54838709677419,1,10282,"7045.45604667804","122"
2012,6,21.4466666666667,3.49,3.4,10.4833333333333,22.2313333333333,2.36666666666667,0,10282,"7045.45604667804","122"
2012,7,23.841935483871,1.25483870967742,2.48387096774194,10.1612903225806,23.611935483871,2.38709677419355,0,10282,"7045.45604667804","122"
2012,8,25.3129032258065,1.60322580645161,2.25806451612903,10.2129032258065,19.6012903225806,2.32258064516129,1,10282,"7045.45604667804","122"
2012,9,18.8366666666667,3.96333333333333,5.26666666666667,10.77,13.536,2.5,2,10282,"7045.45604667804","122"
2012,10,13.4290322580645,4.51612903225806,5.48387096774194,9.8,8.01258064516129,2.32258064516129,2,10282,"7045.45604667804","122"
2013,4,12.2733333333333,6.43,8.4,10.3633333333333,13.9713333333333,2.3,1,10282,"7126.80684758078","122"
2013,5,14.8096774193548,6.56451612903226,7.7741935483871,10.8290322580645,19.508064516129,2.41935483870968,0,10282,"7126.80684758078","122"
2013,6,19.9133333333333,1.71666666666667,2.06666666666667,10.2166666666667,23.8553333333333,2.3,1,10282,"7126.80684758078","122"
2013,7,24.5903225806452,2.3258064516129,2.19354838709677,10.1354838709677,23.1045161290323,2.32258064516129,1,10282,"7126.80684758078","122"
2013,8,23.1193548387097,4.52903225806452,2.87096774193548,9.71935483870968,20.4429032258065,2.2258064516129,0,10282,"7126.80684758078","122"
2013,9,18.8266666666667,1.62,2.86666666666667,9.64333333333333,14.8143333333333,2.26666666666667,1,10282,"7126.80684758078","122"
2013,10,14.2258064516129,5.96774193548387,7.90322580645161,9.61935483870968,6.26258064516129,2.16129032258065,1,10282,"7126.80684758078","122"
2014,4,13.7766666666667,3.03333333333333,4.23333333333333,11.2566666666667,17.767,2.53333333333333,1,10282,"7281.84070017064","122"
2014,5,16.4322580645161,1.69354838709677,3,11.3290322580645,21.8564516129032,2.35483870967742,1,10282,"7281.84070017064","122"
2014,6,21.8533333333333,3.67333333333333,3.76666666666667,10.2966666666667,22.643,2.3,0,10282,"7281.84070017064","122"
2014,7,21.2645161290323,6.20967741935484,6.61290322580645,9.22258064516129,20.7087096774194,2.12903225806452,0,10282,"7281.84070017064","122"
2014,8,20.3129032258065,6.11290322580645,8.12903225806452,8.82258064516129,16.9803225806452,2.19354838709677,1,10282,"7281.84070017064","122"
2014,9,18.3933333333333,1.83,3.46666666666667,10.0466666666667,15.1903333333333,2.26666666666667,1,10282,"7281.84070017064","122"
2014,10,14.9838709677419,4.4258064516129,5.06451612903226,9.81935483870968,8.32161290322581,2.16129032258065,2,10282,"7281.84070017064","122"
2015,4,13.08,2.05666666666667,3.73333333333333,13.45,19.2186666666667,2.76666666666667,2,10282,"7374.97660593384","122"
2015,5,17.4903225806452,3.91935483870968,5.61290322580645,11,20.3590322580645,2.35483870967742,1,10282,"7374.97660593384","122"
2015,6,21.74,2.92,4.4,10.2166666666667,22.9286666666667,2.36666666666667,1,10282,"7374.97660593384","122"
2015,7,27.0741935483871,1.59677419354839,2.96774193548387,10.9258064516129,22.6358064516129,2.51612903225806,0,10282,"7374.97660593384","122"
2015,8,23.8290322580645,3.41612903225806,3.38709677419355,9.3,18.9535483870968,2.19354838709677,0,10282,"7374.97660593384","122"
2015,9,17.85,4.73333333333333,4.16666666666667,11.4366666666667,12.9616666666667,2.53333333333333,1,10282,"7374.97660593384","122"
2015,10,12.9516129032258,5.86129032258065,5.7741935483871,8.16774193548387,8.80612903225806,2.09677419354839,0,10282,"7374.97660593384","122"
2016,4,13.26,2.01333333333333,3.76666666666667,11.1833333333333,17.6406666666667,2.43333333333333,0,10282,"7443.12764903396","122"
2016,5,15.7193548387097,5.89032258064516,6.48387096774194,11.5451612903226,20.0209677419355,2.58064516129032,2,10282,"7443.12764903396","122"
2016,6,20.1366666666667,5.15333333333333,6.13333333333333,9.34666666666667,22.8913333333333,2.2,1,10282,"7443.12764903396","122"
2016,7,23.6451612903226,2.17096774193548,2.32258064516129,10.2838709677419,22.9238709677419,2.32258064516129,2,10282,"7443.12764903396","122"
2016,8,22.6032258064516,3.35483870967742,2.96774193548387,9.28387096774193,20.8467741935484,2.2258064516129,1,10282,"7443.12764903396","122"
2016,9,20.4166666666667,1.91333333333333,1.9,9.52333333333333,15.875,2.2,1,10282,"7443.12764903396","122"
2016,10,12.4032258064516,3.9258064516129,5.29032258064516,9.55483870967742,8.13161290322581,2.29032258064516,2,10282,"7443.12764903396","122"
2017,4,13.81,2.46666666666667,2.96666666666667,17.15,18.7,3.2,5,10282,"7506.3741949689","122"
2017,5,17.7354838709677,2.95483870967742,4.54838709677419,14.4741935483871,20.8322580645161,2.80645161290323,2,10282,"7506.3741949689","122"
2017,6,23.4433333333333,8.34,4.23333333333333,16.7533333333333,23.1213333333333,3.26666666666667,3,10282,"7506.3741949689","122"
2017,7,23.6225806451613,2.48387096774194,1.70967741935484,13.9129032258065,23.4987096774194,2.90322580645161,3,10282,"7506.3741949689","122"
2017,8,24.6032258064516,1.31935483870968,1.41935483870968,13.3774193548387,20.9203225806452,2.74193548387097,1,10282,"7506.3741949689","122"
2017,9,17.6366666666667,4.43666666666667,4.16666666666667,14.2266666666667,14.169,2.93333333333333,3,10282,"7506.3741949689","122"
2017,10,15.0677419354839,0.312903225806452,1.03225806451613,13.2064516129032,10.9987096774194,2.64516129032258,3,10282,"7506.3741949689","122"
2018,4,14.7,5.02,5.13333333333333,14.5033333333333,17.0883333333333,2.86666666666667,2,10282,"7601.66785930533","122"
2018,5,17.6548387096774,6.96129032258064,7.87096774193548,13.0548387096774,18.1632258064516,2.70967741935484,1,10282,"7601.66785930533","122"
2018,6,21.7466666666667,2.09,2.93333333333333,13.7366666666667,23.5003333333333,2.86666666666667,1,10282,"7601.66785930533","122"
2018,7,23.941935483871,4.78387096774193,3.87096774193548,12.8935483870968,22.378064516129,2.67741935483871,2,10282,"7601.66785930533","122"
2018,8,24.4548387096774,4.03225806451613,3.35483870967742,12.5387096774194,19.4767741935484,2.64516129032258,2,10282,"7601.66785930533","122"
2018,9,20.4733333333333,1.79,3.5,11.2966666666667,15.875,2.43333333333333,1,10282,"7601.66785930533","122"
2018,10,15.7064516129032,4.88064516129032,5.2258064516129,16.9516129032258,9.83612903225806,3.09677419354839,5,10282,"7601.66785930533","122"
2019,4,12.7266666666667,5.77,7.93333333333333,15.5766666666667,15.417,3.06666666666667,2,10282,"7684.15258435625","122"
2019,5,14.6387096774194,5.12903225806452,7.58064516129032,15.2741935483871,17.7829032258065,3.03225806451613,4,10282,"7684.15258435625","122"
2019,6,23.5966666666667,3.36,2.6,14.2766666666667,24.6806666666667,2.93333333333333,2,10282,"7684.15258435625","122"
2019,7,25.741935483871,2.65806451612903,2.35483870967742,15.4064516129032,22.7029032258065,3.06451612903226,4,10282,"7684.15258435625","122"
2019,8,24.6903225806452,3.68709677419355,3.83870967741935,14.3322580645161,19.2754838709677,2.96774193548387,2,10282,"7684.15258435625","122"
2019,9,19.72,4.75333333333333,4.13333333333333,12.7866666666667,15.1216666666667,2.63333333333333,2,10282,"7684.15258435625","122"
2019,10,15.5064516129032,4.66451612903226,5.54838709677419,14.0032258064516,8.85967741935484,2.74193548387097,3,10282,"7684.15258435625","122"
2020,4,13.7733333333333,1.59666666666667,2.23333333333333,13.3233333333333,19.9966666666667,2.7,2,10282,"7566.36758958551","122"
2020,5,18.3645161290323,3.96129032258065,4.61290322580645,17.0064516129032,20.9654838709677,3.19354838709677,2,10282,"7566.36758958551","122"
2020,6,20.85,4.87,5.23333333333333,12.8033333333333,21.9503333333333,2.66666666666667,1,10282,"7566.36758958551","122"
