"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"31","Femmine","2","8","3","5","8","13","7","8","9","14","4","3","8","6","3","5","10","7"
"31","Totale","9","11","12","20","19","22","15","18","21","17","13","8","16","8","10","13","13","11"
"32","Maschi","7","5","4","10","17","10","10","11","8","12","3","7","5","9","8","9","8","6"
"32","Femmine","12","1","6","2","7","9","12","11","6","12","12","3","2","8","5","3","5","10"
"32","Totale","19","6","10","12","24","19","22","22","14","24","15","10","7","17","13","12","13","16"
"33","Maschi","12","6","5","7","12","15","6","9","10","7","11","4","5","5","10","9","7","10"
"33","Femmine","7","10","0","7","3","9","9","10","11","8","13","10","3","2","8","5","3","4"
"33","Totale","19","16","5","14","15","24","15","19","21","15","24","14","8","7","18","14","10","14"
"34","Maschi","7","12","6","5","8","10","15","4","9","8","8","10","5","8","5","10","10","8"
"34","Femmine","4","9","10","0","8","3","10","7","15","11","8","10","10","5","2","7","4","3"
"34","Totale","11","21","16","5","16","13","25","11","24","19","16","20","15","13","7","17","14","11"
"35","Maschi","18","8","12","5","5","9","10","15","5","9","8","8","9","5","8","5","12","8"
"35","Femmine","8","4","9","11","0","9","0","9","7","13","10","8","10","9","6","2","5","4"
"35","Totale","26","12","21","16","5","18","10","24","12","22","18","16","19","14","14","7","17","12"
"36","Maschi","17","18","8","13","8","7","7","10","12","6","10","8","9","9","6","8","6","10"
"36","Femmine","9","10","5","9","14","0","7","0","9","8","9","11","9","11","8","6","2","4"
"36","Totale","26","28","13","22","22","7","14","10","21","14","19","19","18","20","14","14","8","14"
"37","Maschi","12","18","17","8","16","8","6","5","7","12","4","11","7","9","10","6","9","7"
"37","Femmine","7","9","11","5","9","13","1","4","0","8","8","8","12","9","11","8","6","2"
"37","Totale","19","27","28","13","25","21","7","9","7","20","12","19","19","18","21","14","15","9"
"38","Maschi","6","12","17","17","9","16","7","5","6","6","9","4","11","7","9","9","6","8"
"38","Femmine","8","8","9","11","5","9","11","2","4","2","10","9","5","9","9","8","8","6"
"38","Totale","14","20","26","28","14","25","18","7","10","8","19","13","16","16","18","17","14","14"
"39","Maschi","10","7","12","17","17","8","16","9","5","8","6","9","6","12","7","9","8","6"
"39","Femmine","6","9","8","9","11","5","9","9","2","4","2","10","7","5","9","8","8","7"
"39","Totale","16","16","20","26","28","13","25","18","7","12","8","19","13","17","16","17","16","13"
"40","Maschi","14","10","8","13","16","16","6","14","10","5","5","7","10","9","11","7","7","8"
"40","Femmine","9","7","9","7","10","11","4","10","10","3","4","2","10","7","5","9","8","9"
"40","Totale","23","17","17","20","26","27","10","24","20","8","9","9","20","16","16","16","15","17"
"41","Maschi","13","16","10","7","12","18","16","8","14","10","6","4","6","9","8","11","6","7"
"41","Femmine","10","9","7","9","7","8","12","3","10","10","3","4","2","8","7","6","9","6"
"41","Totale","23","25","17","16","19","26","28","11","24","20","9","8","8","17","15","17","15","13"
"42","Maschi","4","13","17","10","7","12","17","16","10","11","12","4","3","6","9","9","11","6"
"42","Femmine","6","9","8","7","9","5","8","13","5","9","11","3","4","3","10","9","5","10"
"42","Totale","10","22","25","17","16","17","25","29","15","20","23","7","7","9","19","18","16","16"
"43","Maschi","7","5","12","17","10","5","12","15","14","11","12","13","4","3","5","9","9","13"
"43","Femmine","7","6","10","8","6","9","5","8","15","5","10","12","3","3","4","9","7","5"
"43","Totale","14","11","22","25","16","14","17","23","29","16","22","25","7","6","9","18","16","18"
"44","Maschi","15","9","5","13","17","9","5","11","17","15","9","12","13","4","3","5","9","8"
"44","Femmine","5","6","6","11","8","7","9","5","10","14","5","9","12","3","3","3","8","8"
"44","Totale","20","15","11","24","25","16","14","16","27","29","14","21","25","7","6","8","17","16"
"45","Maschi","5","15","9","4","14","16","9","4","12","16","14","9","11","12","5","4","5","9"
"45","Femmine","5","4","6","6","12","8","7","11","7","11","13","5","10","11","4","2","3","7"
"45","Totale","10","19","15","10","26","24","16","15","19","27","27","14","21","23","9","6","8","16"
