"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"87","Totale","4","4","3","0","0","2","3","3","8","2","10","8","7","2","10","6","10","9"
"88","Maschi","1","1","1","1","0","0","1","1","1","2","1","5","1","2","0","5","2","2"
"88","Femmine","4","2","2","2","0","0","1","1","1","5","0","4","6","3","2","3","3","6"
"88","Totale","5","3","3","3","0","0","2","2","2","7","1","9","7","5","2","8","5","8"
"89","Maschi","0","1","1","0","1","0","0","1","1","1","0","1","5","1","1","0","5","1"
"89","Femmine","2","4","0","2","2","0","0","1","0","0","5","1","4","6","3","1","2","1"
"89","Totale","2","5","1","2","3","0","0","2","1","1","5","2","9","7","4","1","7","2"
"90","Maschi","0","0","2","1","0","1","0","0","1","1","1","0","0","4","1","0","0","2"
"90","Femmine","2","0","4","0","1","0","0","0","1","0","0","4","1","4","3","3","2","2"
"90","Totale","2","0","6","1","1","1","0","0","2","1","1","4","1","8","4","3","2","4"
"91","Maschi","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0"
"91","Femmine","1","2","0","3","0","1","0","0","0","1","0","0","4","1","2","1","3","2"
"91","Totale","2","2","0","3","0","1","1","0","0","2","1","0","5","1","2","2","3","2"
"92","Maschi","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0"
"92","Femmine","1","1","2","1","3","0","1","0","0","0","1","0","0","4","1","2","1","2"
"92","Totale","1","1","2","1","3","0","1","1","0","0","2","1","0","5","1","2","1","2"
"93","Maschi","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"93","Femmine","0","1","1","0","1","0","0","1","0","0","0","1","1","0","3","1","2","1"
"93","Totale","0","1","1","0","1","0","0","1","1","0","0","2","1","0","4","1","2","1"
"94","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"94","Femmine","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","2","0","2"
"94","Totale","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","3","0","2"
"95","Maschi","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"95","Femmine","2","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"95","Totale","3","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","2","0"
"96","Maschi","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Femmine","0","2","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"96","Totale","0","3","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"97","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Femmine","0","0","2","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"97","Totale","0","0","2","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"98","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Femmine","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"98","Totale","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"99","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Femmine","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0"
"99","Totale","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0"
"100 e oltre","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Femmine","0","0","0","0","0","2","2","2","1","1","1","0","0","0","0","0","0","0"
"100 e oltre","Totale","0","0","0","0","0","2","2","2","1","1","1","0","0","0","0","0","0","0"
"Totale","Maschi","752","768","785","777","788","803","783","800","796","791","786","795","777","753","742","726","742","725"
"Totale","Femmine","784","797","810","800","820","826","821","829","830","797","796","792","786","784","778","765","755","735"
"Totale","Totale","1536","1565","1595","1577","1608","1629","1604","1629","1626","1588","1582","1587","1563","1537","1520","1491","1497","1460"
