"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","Station"
2013,6,13.1666666666667,5.83666666666667,7.9,7.77,21.2673333333333,2,9991
2013,7,16.5838709677419,6.96451612903226,8.06451612903226,7.44838709677419,19.8129032258065,2.03225806451613,9991
2013,8,16.3741935483871,5.37096774193548,5.80645161290323,7.41935483870968,18.3416129032258,2,9991
2013,9,12.91,3.92,5.26666666666667,6.81666666666667,14.7463333333333,1.93333333333333,9991
2013,10,8.35161290322581,10.9451612903226,8.67741935483871,6.5258064516129,6.9841935483871,1.80645161290323,9991
2014,5,9.30322580645161,5.33225806451613,6.80645161290323,8.26451612903226,20.3187096774194,1.96774193548387,9991
2014,6,14.1966666666667,9.87333333333333,9.36666666666667,7.4,20.6573333333333,1.96666666666667,9991
2014,7,14.8806451612903,10.2483870967742,9.87096774193548,7.1,18.2029032258065,1.96774193548387,9991
2014,8,14.158064516129,11.6032258064516,11.0967741935484,6.68387096774194,15.3141935483871,1.7741935483871,9991
2014,9,12.47,3.41,4.8,6.92333333333333,15.026,1.9,9991
2014,10,9.79354838709677,5.33870967741935,6.64516129032258,6.58709677419355,8.89548387096774,1.7741935483871,9991
2015,5,11.4741935483871,8.28387096774193,9.09677419354839,7.35161290322581,18.7193548387097,1.90322580645161,9991
2015,6,15.03,5.82333333333333,9.26666666666667,7.15666666666667,20.6573333333333,1.96666666666667,9991
2015,7,19.1870967741935,6.85806451612903,8.32258064516129,7.6258064516129,20.4435483870968,2,9991
2015,8,16.9483870967742,8.91612903225806,8.48387096774194,6.44838709677419,17.2893548387097,1.93548387096774,9991
2015,9,11.5233333333333,9.19,11.3666666666667,7.29666666666667,11.3063333333333,1.86666666666667,9991
2015,10,7.75483870967742,6.40967741935484,7.80645161290323,6.10322580645161,9.11612903225807,1.70967741935484,9991
2016,5,9.48387096774194,7.81290322580645,8.25806451612903,7.76774193548387,18.4535483870968,1.96774193548387,9991
2016,6,13.5466666666667,11.4233333333333,10.8,6.84,19.7686666666667,1.86666666666667,9991
2016,7,16.9322580645161,9.24516129032258,8.16129032258065,7.28387096774194,20.5803225806452,1.96774193548387,9991
2016,8,16.3548387096774,7.55161290322581,6.64516129032258,6.82258064516129,18.2793548387097,1.87096774193548,9991
2016,9,13.86,4.07333333333333,6.66666666666667,6.86333333333333,14.119,1.9,9991
2016,10,7.17096774193548,5.73548387096774,7.61290322580645,6.65483870967742,8.41,1.7741935483871,9991
2017,5,10.7967741935484,5.82258064516129,9.29032258064516,8.30967741935484,19.7774193548387,2.06451612903226,9991
2017,6,16.2166666666667,8.36666666666667,8.16666666666667,8.06333333333333,21.7973333333333,2,9991
2017,7,16.5258064516129,5.65483870967742,6.58064516129032,8.37741935483871,22.7593548387097,2.06451612903226,9991
2017,8,17.341935483871,7.1,7.29032258064516,7.76451612903226,19.6135483870968,1.96774193548387,9991
2017,9,10.3266666666667,7.61,7.96666666666667,7.22333333333333,12.9173333333333,1.93333333333333,9991
2017,10,8.72258064516129,0.496774193548387,1.83870967741935,7.42258064516129,11.5245161290323,1.87096774193548,9991
2018,5,11.0322580645161,9.99032258064516,12.8709677419355,7.29677419354839,17.278064516129,1.90322580645161,9991
2018,6,14.78,6.40666666666667,10.6,7.81333333333333,21.9983333333333,1.9,9991
2018,7,16.9032258064516,6.5258064516129,9.74193548387097,7.15483870967742,21.0974193548387,1.96774193548387,9991
2018,8,16.6967741935484,8.18387096774194,9.54838709677419,6.78064516129032,18.45,1.7741935483871,9991
2018,9,13.4466666666667,5.17,8.5,6.39333333333333,14.4983333333333,1.73333333333333,9991
2018,10,9.23548387096774,10.1838709677419,8.96774193548387,9.09032258064516,8.98161290322581,2.09677419354839,9991
2019,5,7.5741935483871,6.15161290322581,11.4193548387097,8.19677419354839,16.9370967741935,2,9991
2019,6,16.5866666666667,7.10666666666667,9,8.36333333333333,23.0716666666667,2.06666666666667,9991
2019,7,17.6,6.39032258064516,8.7741935483871,7.78064516129032,22.1148387096774,1.96774193548387,9991
2019,8,16.5774193548387,9.13870967741935,11.5483870967742,7.28064516129032,17.3796774193548,1.93548387096774,9991
2019,9,12.6733333333333,4.92333333333333,6.7,6.92,13.672,1.86666666666667,9991
2019,10,9.51612903225806,8.22903225806452,8.2258064516129,7.3,9.05774193548387,1.74193548387097,9991
2020,5,10.9032258064516,8.21290322580645,10.1612903225806,8.63225806451613,20.3161290322581,2.03225806451613,9991
2020,6,13.47,10.96,11.3666666666667,7.76333333333333,20.8106666666667,1.96666666666667,9991
2020,7,16.3322580645161,4.70322580645161,9.03225806451613,7.28387096774194,21.811935483871,2,9991
2020,8,16.5387096774194,8.36451612903226,9.61290322580645,7.4,18.2545161290323,1.96774193548387,9991
2020,9,12.6466666666667,5.35666666666667,9.13333333333333,7.36666666666667,14.2443333333333,1.9,9991
